InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536802,22633,HAND WARMER UNION JACK,7,06/19/2011 15:57,1.73,12403.0,United Kingdom
536501,22386,JUMBO BAG APPLE DESIGN,153,06/19/2011 16:06,1.95,13833.0,United Kingdom
536793,23355,HOT WATER BOTTLE KEEP CALM,7,06/19/2011 16:11,5.34,13163.0,United Kingdom
536868,22633,HAND WARMER UNION JACK,8,06/19/2011 17:01,2.07,12952.0,United Kingdom
536386,22752,SET 7 BABUSHKA NESTING BOXES,166,06/19/2011 17:02,8.35,12997.0,EIRE
536420,22457,NATURAL SLATE HEART CHALKBOARD,5,06/19/2011 17:52,5.7,12704.0,United Kingdom
536664,22386,JUMBO BAG APPLE DESIGN,10,06/19/2011 17:55,2.22,13326.0,United Kingdom
537095,22960,JAM MAKING SET WITH JARS,6,06/19/2011 18:26,4.09,13180.0,United Kingdom
536413,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,06/20/2011 08:05,3.72,13788.0,United Kingdom
537058,84029E,RED WOOLLY HOTTIE WHITE HEART,7,06/20/2011 08:13,3.02,13502.0,United Kingdom
536498,22890,NOVELTY BICYCLE BOTTLE OPENER,9,06/20/2011 08:20,1.0,,United Kingdom
536663,22469,HEART OF WICKER SMALL,6,06/20/2011 08:55,1.76,12990.0,United Kingdom
536843,22632,HAND WARMER RED POLKA DOT,10,06/20/2011 09:16,1.72,13602.0,EIRE
536749,84406B,CREAM CUPID HEARTS COAT HANGER,7,06/20/2011 09:24,3.25,12625.0,EIRE
537099,22960,JAM MAKING SET WITH JARS,68,06/20/2011 09:26,4.92,13229.0,United Kingdom
536767,22633,HAND WARMER UNION JACK,1,06/20/2011 09:33,1.65,13604.0,United Kingdom
536432,22145,CHRISTMAS CRAFT PAPER TAPE,5,06/20/2011 09:37,0.25,13549.0,EIRE
536870,20725,LUNCH BAG RED RETROSPOT,10,06/20/2011 09:44,4.57,,United Kingdom
536782,20713,BAG 250g SWIRLY MARBLES,10,06/20/2011 09:45,0.4,,Germany
536436,20713,BAG 250g SWIRLY MARBLES,5,06/20/2011 09:58,0.48,13336.0,Australia
536953,85014,BLUE POLKADOT WRAP,9,06/20/2011 10:02,0.4,13233.0,United Kingdom
537039,84879,ASSORTED COLOUR BIRD ORNAMENT,5,06/20/2011 10:11,1.6,12371.0,United Kingdom
536435,22720,SET OF 3 CAKE TINS PANTRY DESIGN,33,06/20/2011 10:25,10.38,13293.0,EIRE
536512,DOT,DOTCOM POSTAGE,7,06/20/2011 10:53,14.5,12427.0,United Kingdom
536709,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,06/20/2011 10:54,3.8,13329.0,Netherlands
537023,20713,BAG 250g SWIRLY MARBLES,10,06/20/2011 11:04,0.37,13299.0,United Kingdom
C536475,22752,SET 7 BABUSHKA NESTING BOXES,-10,06/20/2011 11:08,8.98,13598.0,France
536964,22816,SET 6 RED SPOTTY PAPER CUPS,10,06/20/2011 11:12,2.48,12935.0,United Kingdom
537005,84879,ASSORTED COLOUR BIRD ORNAMENT,3,06/20/2011 11:23,1.45,12915.0,United Kingdom
537114,DOT,DOTCOM POSTAGE,8,06/20/2011 11:41,19.5,12777.0,United Kingdom
536891,20974,PINK CHERRY LIGHTS,1,06/20/2011 11:56,5.17,13615.0,EIRE
536381,22816,SET 6 RED SPOTTY PAPER CUPS,5,06/20/2011 13:07,3.28,,United Kingdom
536385,84029E,RED WOOLLY HOTTIE WHITE HEART,6,06/20/2011 13:20,3.03,12824.0,Spain
536412,85123A,WHITE HANGING HEART T-LIGHT HOLDER,51,06/20/2011 13:37,2.33,,United Kingdom
536746,22632,HAND WARMER RED POLKA DOT,5,06/20/2011 13:40,1.78,,United Kingdom
C536377,85014,BLUE POLKADOT WRAP,-2,06/20/2011 13:50,0.44,,United Kingdom
536786,22811,SET 6 RED SPOTTY PAPER PLATES,2,06/20/2011 14:08,3.4,13058.0,United Kingdom
536628,22890,NOVELTY BICYCLE BOTTLE OPENER,6,06/20/2011 14:13,1.03,,United Kingdom
536442,20725,LUNCH BAG RED RETROSPOT,9,06/20/2011 14:49,4.25,13317.0,Germany
536506,84029E,RED WOOLLY HOTTIE WHITE HEART,3,06/20/2011 15:00,3.83,13202.0,France
536499,22632,HAND WARMER RED POLKA DOT,1,06/20/2011 15:17,1.58,13210.0,United Kingdom
536956,20713,BAG 250g SWIRLY MARBLES,8,06/20/2011 15:25,0.45,12700.0,United Kingdom
537059,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,06/20/2011 15:38,3.86,13273.0,United Kingdom
536954,23355,HOT WATER BOTTLE KEEP CALM,2,06/20/2011 15:46,5.68,12726.0,United Kingdom
536489,22197,SMALL POPCORN HOLDER,7,06/20/2011 15:48,0.87,12429.0,France
537076,22811,SET 6 RED SPOTTY PAPER PLATES,4,06/20/2011 15:51,3.36,12571.0,United Kingdom
536444,22960,JAM MAKING SET WITH JARS,172,06/20/2011 16:04,4.55,13717.0,Australia
536379,22457,NATURAL SLATE HEART CHALKBOARD,9,06/20/2011 16:08,5.66,12802.0,United Kingdom
537078,22633,HAND WARMER UNION JACK,1,06/20/2011 16:08,1.92,12648.0,United Kingdom
536756,DOT,DOTCOM POSTAGE,68,06/20/2011 16:12,21.56,13420.0,Netherlands
536535,84879,ASSORTED COLOUR BIRD ORNAMENT,5,06/20/2011 16:21,1.45,13558.0,United Kingdom
536638,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,06/20/2011 16:51,2.56,12597.0,United Kingdom
537023,20974,PINK CHERRY LIGHTS,7,06/20/2011 16:57,5.52,13330.0,United Kingdom
536809,22633,HAND WARMER UNION JACK,3,06/20/2011 17:37,1.81,13593.0,United Kingdom
C536509,20713,BAG 250g SWIRLY MARBLES,-9,06/20/2011 17:43,0.34,12463.0,United Kingdom
C536377,84029E,RED WOOLLY HOTTIE WHITE HEART,-3,06/20/2011 17:47,3.16,13561.0,Italy
536804,22469,HEART OF WICKER SMALL,3,06/20/2011 18:01,1.32,13179.0,United Kingdom
536572,22457,NATURAL SLATE HEART CHALKBOARD,2,06/20/2011 18:20,5.89,12483.0,United Kingdom
536482,DOT,DOTCOM POSTAGE,3,06/20/2011 18:24,16.03,,United Kingdom
536676,22386,JUMBO BAG APPLE DESIGN,5,06/20/2011 18:29,2.03,13818.0,United Kingdom
536769,23084,RABBIT NIGHT LIGHT,2,06/20/2011 18:49,2.12,13579.0,United Kingdom
536767,22386,JUMBO BAG APPLE DESIGN,2,06/21/2011 08:16,1.81,12850.0,Germany
536382,22457,NATURAL SLATE HEART CHALKBOARD,7,06/21/2011 08:47,4.33,12750.0,United Kingdom
537062,22386,JUMBO BAG APPLE DESIGN,9,06/21/2011 08:51,1.98,12349.0,United Kingdom
536903,22811,SET 6 RED SPOTTY PAPER PLATES,3,06/21/2011 09:31,3.0,13768.0,United Kingdom
536582,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,06/21/2011 10:06,3.22,12416.0,Belgium
536458,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,06/21/2011 10:20,7.25,12416.0,United Kingdom
536595,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,06/21/2011 10:25,2.78,12513.0,Belgium
536635,20974,PINK CHERRY LIGHTS,24,06/21/2011 10:45,5.11,13418.0,Italy
536579,22423,REGENCY CAKESTAND 3 TIER,1,06/21/2011 10:47,11.83,12652.0,United Kingdom
536628,22197,SMALL POPCORN HOLDER,10,06/21/2011 10:55,0.91,,United Kingdom
536454,23084,RABBIT NIGHT LIGHT,2,06/21/2011 11:05,1.84,13365.0,United Kingdom
536953,22632,HAND WARMER RED POLKA DOT,4,06/21/2011 11:05,1.97,13256.0,United Kingdom
536444,22811,SET 6 RED SPOTTY PAPER PLATES,9,06/21/2011 11:11,2.49,12539.0,United Kingdom
536533,22469,HEART OF WICKER SMALL,1,06/21/2011 11:26,1.58,13720.0,United Kingdom
537041,22145,CHRISTMAS CRAFT PAPER TAPE,8,06/21/2011 11:47,0.34,13269.0,United Kingdom
536849,22145,CHRISTMAS CRAFT PAPER TAPE,48,06/21/2011 11:51,0.28,,United Kingdom
536497,23355,HOT WATER BOTTLE KEEP CALM,9,06/21/2011 11:55,4.28,13004.0,United Kingdom
537045,84029E,RED WOOLLY HOTTIE WHITE HEART,4,06/21/2011 11:57,3.29,12492.0,United Kingdom
536413,84879,ASSORTED COLOUR BIRD ORNAMENT,192,06/21/2011 12:05,1.82,12374.0,United Kingdom
536954,20713,BAG 250g SWIRLY MARBLES,176,06/21/2011 13:09,0.43,12981.0,United Kingdom
536689,22145,CHRISTMAS CRAFT PAPER TAPE,2,06/21/2011 13:20,0.34,12611.0,United Kingdom
537100,22469,HEART OF WICKER SMALL,5,06/21/2011 13:48,1.96,,United Kingdom
536812,22145,CHRISTMAS CRAFT PAPER TAPE,1,06/21/2011 13:49,0.24,12697.0,United Kingdom
536769,22386,JUMBO BAG APPLE DESIGN,98,06/21/2011 13:50,2.05,12658.0,France
536429,22811,SET 6 RED SPOTTY PAPER PLATES,1,06/21/2011 14:43,3.25,,United Kingdom
537014,20713,BAG 250g SWIRLY MARBLES,2,06/21/2011 14:45,0.46,13180.0,United Kingdom
536498,20725,LUNCH BAG RED RETROSPOT,10,06/21/2011 15:01,3.51,13479.0,United Kingdom
536711,POST,POSTAGE,9,06/21/2011 15:09,18.84,,United Kingdom
536481,22811,SET 6 RED SPOTTY PAPER PLATES,5,06/21/2011 15:09,2.41,,United Kingdom
536837,22197,SMALL POPCORN HOLDER,7,06/21/2011 15:22,0.8,13760.0,United Kingdom
536683,22890,NOVELTY BICYCLE BOTTLE OPENER,4,06/21/2011 15:39,1.15,13751.0,United Kingdom
536619,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,06/21/2011 15:59,8.73,12783.0,United Kingdom
536932,22633,HAND WARMER UNION JACK,5,06/21/2011 16:05,1.64,13823.0,United Kingdom
C536901,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,06/21/2011 16:55,2.77,12479.0,United Kingdom
536480,20725,LUNCH BAG RED RETROSPOT,8,06/21/2011 17:33,4.5,,United Kingdom
536606,84879,ASSORTED COLOUR BIRD ORNAMENT,8,06/21/2011 17:43,1.43,13787.0,United Kingdom
536569,POST,POSTAGE,7,06/21/2011 17:49,16.05,13591.0,United Kingdom
C536690,23355,HOT WATER BOTTLE KEEP CALM,-4,06/21/2011 17:55,5.69,,France
536392,84406B,CREAM CUPID HEARTS COAT HANGER,117,06/21/2011 18:01,2.51,13438.0,United Kingdom
537109,22632,HAND WARMER RED POLKA DOT,100,06/21/2011 18:18,1.72,13691.0,United Kingdom
536803,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,06/21/2011 18:19,4.23,13411.0,United Kingdom
536383,84879,ASSORTED COLOUR BIRD ORNAMENT,1,06/21/2011 18:19,1.8,12825.0,United Kingdom
536365,22816,SET 6 RED SPOTTY PAPER CUPS,8,06/21/2011 18:29,3.39,12631.0,Italy
536398,POST,POSTAGE,8,06/21/2011 18:36,15.37,13607.0,United Kingdom
536602,22811,SET 6 RED SPOTTY PAPER PLATES,1,06/21/2011 18:51,2.45,,United Kingdom
536517,85014,BLUE POLKADOT WRAP,2,06/22/2011 08:41,0.4,13314.0,United Kingdom
536669,84406B,CREAM CUPID HEARTS COAT HANGER,7,06/22/2011 08:42,2.55,12741.0,United Kingdom
536709,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,06/22/2011 09:09,4.29,13508.0,Netherlands
536380,22811,SET 6 RED SPOTTY PAPER PLATES,88,06/22/2011 09:23,2.98,,United Kingdom
536783,84029E,RED WOOLLY HOTTIE WHITE HEART,4,06/22/2011 09:56,3.65,13770.0,United Kingdom
537056,22890,NOVELTY BICYCLE BOTTLE OPENER,7,06/22/2011 10:10,1.34,13455.0,United Kingdom
536712,22816,SET 6 RED SPOTTY PAPER CUPS,10,06/22/2011 10:32,3.07,12826.0,United Kingdom
537091,23084,RABBIT NIGHT LIGHT,10,06/22/2011 11:10,1.9,13219.0,Portugal
536419,22457,NATURAL SLATE HEART CHALKBOARD,3,06/22/2011 11:14,4.98,12775.0,United Kingdom
536818,84879,ASSORTED COLOUR BIRD ORNAMENT,1,06/22/2011 11:22,1.92,12794.0,United Kingdom
537078,22145,CHRISTMAS CRAFT PAPER TAPE,111,06/22/2011 11:28,0.26,13551.0,United Kingdom
536851,20713,BAG 250g SWIRLY MARBLES,9,06/22/2011 11:28,0.4,13659.0,United Kingdom
536379,22145,CHRISTMAS CRAFT PAPER TAPE,4,06/22/2011 11:35,0.26,12925.0,United Kingdom
536843,22816,SET 6 RED SPOTTY PAPER CUPS,4,06/22/2011 11:39,3.37,13229.0,United Kingdom
537062,22811,SET 6 RED SPOTTY PAPER PLATES,150,06/22/2011 12:54,2.49,12510.0,United Kingdom
536380,22890,NOVELTY BICYCLE BOTTLE OPENER,10,06/22/2011 13:01,1.3,13268.0,United Kingdom
536695,84879,ASSORTED COLOUR BIRD ORNAMENT,6,06/22/2011 13:25,1.73,13533.0,United Kingdom
536393,20725,LUNCH BAG RED RETROSPOT,2,06/22/2011 13:32,3.63,12835.0,United Kingdom
536668,20725,LUNCH BAG RED RETROSPOT,35,06/22/2011 13:43,3.92,13297.0,United Kingdom
536585,22632,HAND WARMER RED POLKA DOT,10,06/22/2011 13:56,1.98,13623.0,United Kingdom
537037,22811,SET 6 RED SPOTTY PAPER PLATES,8,06/22/2011 14:04,3.46,12888.0,United Kingdom
536909,23355,HOT WATER BOTTLE KEEP CALM,1,06/22/2011 14:36,5.47,12953.0,United Kingdom
536612,22890,NOVELTY BICYCLE BOTTLE OPENER,10,06/22/2011 15:16,1.44,13543.0,United Kingdom
536725,23084,RABBIT NIGHT LIGHT,91,06/22/2011 15:26,2.0,12385.0,Netherlands
536376,84029E,RED WOOLLY HOTTIE WHITE HEART,5,06/22/2011 15:33,3.54,13184.0,Italy
536450,84406B,CREAM CUPID HEARTS COAT HANGER,66,06/22/2011 16:12,3.26,13739.0,Germany
537035,22423,REGENCY CAKESTAND 3 TIER,8,06/22/2011 16:12,12.46,13629.0,Belgium
536869,20713,BAG 250g SWIRLY MARBLES,3,06/22/2011 16:22,0.49,12571.0,United Kingdom
C537051,22720,SET OF 3 CAKE TINS PANTRY DESIGN,-2,06/22/2011 16:32,8.11,13337.0,Norway
536488,22469,HEART OF WICKER SMALL,1,06/22/2011 17:27,1.7,,Norway
536675,23355,HOT WATER BOTTLE KEEP CALM,9,06/22/2011 17:31,4.04,13803.0,Spain
536500,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,171,06/22/2011 17:59,5.43,12981.0,United Kingdom
536689,71053,WHITE METAL LANTERN,1,06/22/2011 18:15,3.08,12886.0,United Kingdom
536689,22633,HAND WARMER UNION JACK,90,06/22/2011 18:17,2.18,13159.0,Germany
536741,84879,ASSORTED COLOUR BIRD ORNAMENT,2,06/22/2011 18:58,1.57,13475.0,United Kingdom
536637,22145,CHRISTMAS CRAFT PAPER TAPE,3,06/23/2011 08:45,0.32,13242.0,United Kingdom
536849,POST,POSTAGE,4,06/23/2011 09:13,21.23,13330.0,United Kingdom
537020,20713,BAG 250g SWIRLY MARBLES,1,06/23/2011 09:57,0.38,13683.0,United Kingdom
536883,22469,HEART OF WICKER SMALL,8,06/23/2011 10:17,1.33,12607.0,Belgium
536498,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,61,06/23/2011 10:29,3.85,13165.0,United Kingdom
536947,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,06/23/2011 10:39,2.66,13831.0,United Kingdom
536762,22811,SET 6 RED SPOTTY PAPER PLATES,8,06/23/2011 10:50,2.48,12847.0,Spain
536506,20713,BAG 250g SWIRLY MARBLES,198,06/23/2011 10:54,0.47,12502.0,United Kingdom
536968,22632,HAND WARMER RED POLKA DOT,91,06/23/2011 11:12,1.67,13296.0,United Kingdom
536754,85014,BLUE POLKADOT WRAP,7,06/23/2011 11:15,0.4,12724.0,United Kingdom
536711,84406B,CREAM CUPID HEARTS COAT HANGER,1,06/23/2011 11:23,2.43,,Belgium
536445,20725,LUNCH BAG RED RETROSPOT,3,06/23/2011 12:00,4.8,13030.0,United Kingdom
536954,23355,HOT WATER BOTTLE KEEP CALM,7,06/23/2011 12:04,5.29,12447.0,United Kingdom
536471,22197,SMALL POPCORN HOLDER,2,06/23/2011 12:15,0.92,12480.0,Germany
C536994,71053,WHITE METAL LANTERN,-149,06/23/2011 12:31,3.67,12711.0,United Kingdom
537030,22386,JUMBO BAG APPLE DESIGN,9,06/23/2011 12:31,2.02,13649.0,United Kingdom
536885,22145,CHRISTMAS CRAFT PAPER TAPE,6,06/23/2011 12:35,0.31,,Germany
536457,23084,RABBIT NIGHT LIGHT,3,06/23/2011 13:00,1.53,13701.0,United Kingdom
C536587,22960,JAM MAKING SET WITH JARS,-111,06/23/2011 13:16,4.92,,France
536577,71053,WHITE METAL LANTERN,4,06/23/2011 14:38,3.69,,United Kingdom
536622,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,06/23/2011 15:33,4.53,12991.0,United Kingdom
536970,21730,GLASS STAR FROSTED T-LIGHT HOLDER,78,06/23/2011 15:33,4.17,13410.0,United Kingdom
536560,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,06/23/2011 15:38,2.1,13495.0,United Kingdom
537087,23084,RABBIT NIGHT LIGHT,58,06/23/2011 16:03,1.79,13358.0,United Kingdom
537070,POST,POSTAGE,72,06/23/2011 16:17,16.53,12495.0,United Kingdom
536398,23355,HOT WATER BOTTLE KEEP CALM,2,06/23/2011 16:27,4.06,12613.0,Portugal
537102,22386,JUMBO BAG APPLE DESIGN,71,06/23/2011 16:50,2.01,12727.0,United Kingdom
536608,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,06/23/2011 17:44,3.61,12361.0,United Kingdom
537101,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,06/23/2011 17:45,4.18,13216.0,United Kingdom
536801,84879,ASSORTED COLOUR BIRD ORNAMENT,9,06/23/2011 17:46,1.7,13124.0,Portugal
536398,22633,HAND WARMER UNION JACK,10,06/23/2011 17:58,1.67,12504.0,United Kingdom
536857,84029E,RED WOOLLY HOTTIE WHITE HEART,2,06/23/2011 17:59,3.37,13076.0,United Kingdom
536744,84029E,RED WOOLLY HOTTIE WHITE HEART,1,06/23/2011 18:00,3.71,13473.0,United Kingdom
536447,20974,PINK CHERRY LIGHTS,1,06/23/2011 18:06,4.41,,United Kingdom
536702,22386,JUMBO BAG APPLE DESIGN,1,06/23/2011 18:38,2.28,,United Kingdom
536552,23355,HOT WATER BOTTLE KEEP CALM,63,06/24/2011 08:08,4.23,13213.0,France
536621,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,06/24/2011 08:08,4.39,13797.0,United Kingdom
536687,22890,NOVELTY BICYCLE BOTTLE OPENER,152,06/24/2011 08:11,1.32,12612.0,Spain
536426,22457,NATURAL SLATE HEART CHALKBOARD,3,06/24/2011 08:17,5.22,,Italy
536998,84406B,CREAM CUPID HEARTS COAT HANGER,1,06/24/2011 08:18,3.11,12406.0,United Kingdom
536755,22457,NATURAL SLATE HEART CHALKBOARD,85,06/24/2011 08:53,5.68,12654.0,United Kingdom
536888,22816,SET 6 RED SPOTTY PAPER CUPS,87,06/24/2011 09:07,3.17,13448.0,United Kingdom
536906,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,06/24/2011 09:10,2.24,12349.0,United Kingdom
536862,22816,SET 6 RED SPOTTY PAPER CUPS,1,06/24/2011 09:56,3.27,12716.0,United Kingdom
537024,22457,NATURAL SLATE HEART CHALKBOARD,7,06/24/2011 10:03,5.51,13762.0,France
537101,22145,CHRISTMAS CRAFT PAPER TAPE,2,06/24/2011 10:04,0.25,12881.0,United Kingdom
536602,22145,CHRISTMAS CRAFT PAPER TAPE,86,06/24/2011 10:06,0.24,13136.0,United Kingdom
536661,POST,POSTAGE,5,06/24/2011 10:35,21.24,12695.0,Germany
536802,22811,SET 6 RED SPOTTY PAPER PLATES,10,06/24/2011 10:41,3.51,13297.0,United Kingdom
537054,22145,CHRISTMAS CRAFT PAPER TAPE,102,06/24/2011 10:48,0.26,13390.0,United Kingdom
537071,84406B,CREAM CUPID HEARTS COAT HANGER,6,06/24/2011 10:50,3.28,13766.0,United Kingdom
536516,22811,SET 6 RED SPOTTY PAPER PLATES,10,06/24/2011 10:58,3.47,,United Kingdom
537106,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,06/24/2011 11:09,9.03,13097.0,United Kingdom
536453,20974,PINK CHERRY LIGHTS,5,06/24/2011 11:14,4.46,13671.0,United Kingdom
536558,71053,WHITE METAL LANTERN,6,06/24/2011 11:19,3.19,12529.0,EIRE
536869,22816,SET 6 RED SPOTTY PAPER CUPS,8,06/24/2011 11:28,2.57,13057.0,United Kingdom
537036,21730,GLASS STAR FROSTED T-LIGHT HOLDER,112,06/24/2011 11:32,4.16,13143.0,United Kingdom
536528,84879,ASSORTED COLOUR BIRD ORNAMENT,2,06/24/2011 11:36,1.88,13843.0,United Kingdom
536792,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,06/24/2011 11:41,9.22,12566.0,Germany
536633,DOT,DOTCOM POSTAGE,124,06/24/2011 11:42,18.81,12429.0,United Kingdom
537064,20713,BAG 250g SWIRLY MARBLES,4,06/24/2011 11:49,0.34,13359.0,United Kingdom
536578,22752,SET 7 BABUSHKA NESTING BOXES,10,06/24/2011 11:58,6.59,12950.0,United Kingdom
537027,20974,PINK CHERRY LIGHTS,1,06/24/2011 11:58,5.86,12466.0,United Kingdom
536927,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,35,06/24/2011 12:13,3.53,13220.0,United Kingdom
536450,22811,SET 6 RED SPOTTY PAPER PLATES,1,06/24/2011 12:24,2.86,,United Kingdom
536592,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,06/24/2011 12:27,3.48,13351.0,United Kingdom
536395,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,06/24/2011 12:28,4.11,12614.0,United Kingdom
537058,23355,HOT WATER BOTTLE KEEP CALM,4,06/24/2011 12:42,5.74,13476.0,United Kingdom
536886,20725,LUNCH BAG RED RETROSPOT,1,06/24/2011 12:51,4.66,13747.0,United Kingdom
536426,20725,LUNCH BAG RED RETROSPOT,3,06/24/2011 13:00,4.0,13353.0,United Kingdom
536609,71053,WHITE METAL LANTERN,1,06/24/2011 13:04,3.21,13306.0,United Kingdom
537010,22816,SET 6 RED SPOTTY PAPER CUPS,2,06/24/2011 13:44,2.75,12994.0,United Kingdom
C536587,84029E,RED WOOLLY HOTTIE WHITE HEART,-10,06/24/2011 14:12,3.54,13575.0,EIRE
536570,84879,ASSORTED COLOUR BIRD ORNAMENT,9,06/24/2011 14:14,1.77,13013.0,United Kingdom
536995,71053,WHITE METAL LANTERN,4,06/24/2011 14:42,2.84,12868.0,United Kingdom
536608,85014,BLUE POLKADOT WRAP,2,06/24/2011 15:32,0.34,13232.0,United Kingdom
536645,84879,ASSORTED COLOUR BIRD ORNAMENT,3,06/24/2011 15:47,1.97,13013.0,United Kingdom
537029,85014,BLUE POLKADOT WRAP,4,06/24/2011 16:00,0.39,12458.0,United Kingdom
537036,22145,CHRISTMAS CRAFT PAPER TAPE,4,06/24/2011 16:04,0.31,12835.0,Belgium
536398,20974,PINK CHERRY LIGHTS,9,06/24/2011 16:21,4.17,13439.0,Australia
536834,22632,HAND WARMER RED POLKA DOT,3,06/24/2011 16:39,1.86,13262.0,United Kingdom
536874,22457,NATURAL SLATE HEART CHALKBOARD,4,06/24/2011 17:15,5.94,12435.0,United Kingdom
536501,84406B,CREAM CUPID HEARTS COAT HANGER,10,06/24/2011 17:15,2.44,12841.0,United Kingdom
536858,84879,ASSORTED COLOUR BIRD ORNAMENT,189,06/24/2011 17:33,1.4,12666.0,United Kingdom
536736,71053,WHITE METAL LANTERN,6,06/24/2011 17:34,4.01,13443.0,Spain
536886,22816,SET 6 RED SPOTTY PAPER CUPS,8,06/24/2011 17:45,2.38,12390.0,Germany
537020,84879,ASSORTED COLOUR BIRD ORNAMENT,1,06/24/2011 18:07,1.83,,United Kingdom
536535,22632,HAND WARMER RED POLKA DOT,2,06/24/2011 18:12,1.63,13666.0,United Kingdom
536583,22816,SET 6 RED SPOTTY PAPER CUPS,7,06/24/2011 18:25,2.56,12905.0,United Kingdom
536932,22457,NATURAL SLATE HEART CHALKBOARD,6,06/24/2011 18:59,4.26,12429.0,Germany
536550,84879,ASSORTED COLOUR BIRD ORNAMENT,7,06/25/2011 08:09,1.98,13433.0,United Kingdom
536706,23355,HOT WATER BOTTLE KEEP CALM,7,06/25/2011 08:29,4.66,,United Kingdom
536942,20725,LUNCH BAG RED RETROSPOT,2,06/25/2011 08:47,3.77,12754.0,France
537106,22960,JAM MAKING SET WITH JARS,3,06/25/2011 09:52,3.51,12522.0,United Kingdom
536485,21730,GLASS STAR FROSTED T-LIGHT HOLDER,137,06/25/2011 10:00,4.65,12917.0,United Kingdom
536723,POST,POSTAGE,186,06/25/2011 10:01,18.51,13539.0,United Kingdom
536662,20725,LUNCH BAG RED RETROSPOT,6,06/25/2011 10:13,4.33,13461.0,United Kingdom
537091,22197,SMALL POPCORN HOLDER,10,06/25/2011 10:22,0.85,12726.0,United Kingdom
C536509,22632,HAND WARMER RED POLKA DOT,-4,06/25/2011 10:29,1.59,12715.0,France
536390,71053,WHITE METAL LANTERN,7,06/25/2011 11:05,3.4,13519.0,United Kingdom
536467,DOT,DOTCOM POSTAGE,9,06/25/2011 11:10,19.85,13651.0,United Kingdom
C536931,POST,POSTAGE,-7,06/25/2011 11:10,15.32,13271.0,United Kingdom
536742,20725,LUNCH BAG RED RETROSPOT,8,06/25/2011 11:14,4.55,13622.0,United Kingdom
536486,84029E,RED WOOLLY HOTTIE WHITE HEART,10,06/25/2011 11:43,3.19,13305.0,United Kingdom
536471,POST,POSTAGE,67,06/25/2011 11:46,16.49,13042.0,United Kingdom
536989,22145,CHRISTMAS CRAFT PAPER TAPE,5,06/25/2011 11:50,0.28,12816.0,United Kingdom
536829,20713,BAG 250g SWIRLY MARBLES,6,06/25/2011 11:57,0.44,12524.0,United Kingdom
537083,22145,CHRISTMAS CRAFT PAPER TAPE,8,06/25/2011 12:15,0.31,13619.0,United Kingdom
536413,84406B,CREAM CUPID HEARTS COAT HANGER,7,06/25/2011 12:41,2.22,13685.0,United Kingdom
536556,23355,HOT WATER BOTTLE KEEP CALM,4,06/25/2011 13:00,4.56,12761.0,United Kingdom
C536431,22386,JUMBO BAG APPLE DESIGN,-3,06/25/2011 13:33,1.66,12819.0,United Kingdom
536606,22469,HEART OF WICKER SMALL,92,06/25/2011 13:35,1.94,13327.0,United Kingdom
536366,85014,BLUE POLKADOT WRAP,1,06/25/2011 13:51,0.45,12855.0,United Kingdom
536559,20974,PINK CHERRY LIGHTS,7,06/25/2011 14:02,5.76,12581.0,United Kingdom
537026,23355,HOT WATER BOTTLE KEEP CALM,1,06/25/2011 14:02,4.38,13316.0,United Kingdom
536993,22632,HAND WARMER RED POLKA DOT,5,06/25/2011 14:17,1.52,13498.0,United Kingdom
536882,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,195,06/25/2011 14:20,5.15,12511.0,United Kingdom
537055,85014,BLUE POLKADOT WRAP,4,06/25/2011 14:30,0.37,13719.0,United Kingdom
536623,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,06/25/2011 15:01,3.61,12598.0,United Kingdom
536784,22197,SMALL POPCORN HOLDER,7,06/25/2011 15:12,1.01,12783.0,Germany
